trait	pmid	date_published	size_cases	size_controls	size_other	size_total	size_effective	nsignif
Change in quality of life in response to fluticasone propionate/salmeterol in chronic obstructive pulmonary disease	31299468	2019-06-29	0	0	1345	1345	1345	1
Change in serum metabolite levels	31636271	2019-10-21	0	0	3351	3351	3351	6
Change in serum metabolite levels (CMS)	31636271	2019-10-21	0	0	3351	3351	3351	6
Cheek morphology (partial least square model)	30174134	2018-08-16	0	0	694	694	694	1
Chemerin levels	30866520	2019-03-07	0	0	2197	2197	2197	1
Chickenpox	28928442	2017-09-19	107769	15982	0	123751	55671.92695008525	4
Childhood absence epilepsy	30531953	2018-12-10	778	24218	0	24996	3015.1390622499603	2
Childhood and early adolescence aggressive behavior	26087016	2015-06-18	0	0	18988	18988	18988	1
Childhood body mass index	26604143	2015-11-24	0	0	34744	34744	34744	28
Childhood body mass index	31752434	2019-11-19	0	0	828	828	828	2
Childhood dental caries in permanent teeth	29931343	2018-06-20	5875	7478	0	13353	13160.563169325244	1
Childhood dental caries in primary teeth	29931343	2018-06-20	14452	21588	0	36040	34627.05615982242	1
Childhood ear infection	27182965	2016-05-16	46936	74874	0	121810	115402.21866841803	15
Childhood ear infection	28928442	2017-09-19	46936	74874	0	121810	115402.21866841803	25
Childhood maltreatment	32066696	2020-01-27	0	0	124711	124711	124711	3
Childhood obesity	31504550	2019-07-05	13005	15599	0	28604	28368.758914837086	10
Childhood onset systemic lupus erythematosus	29967481	2018-07-02	781	0	0	781	781	2
Childhood onset ulcerative colitis	29562276	2018-03-01	466	2099	0	2565	1525.3551656920079	1
Childhood steroid-sensitive nephrotic syndrome	29903748	2018-06-14	385	3267	0	3652	1377.6506024096384	5
Childhood steroid-sensitive nephrotic syndrome	30012571	2018-07-16	224	412	0	636	580.4276729559749	1
Childhood steroid-sensitive nephrotic syndrome	31263063	2019-07-01	422	5642	0	6064	1570.5303430079155	8
Chin dimples	27182965	2016-05-16	58032	13457	0	71489	43695.48456405881	46
Chloride levels	29403010	2018-02-05	0	0	126402	126402	126402	19
Cholelithiasis-related traits in sickle cell anemia	22558097	2012-04-27	905	0	0	905	905	1
Cholesterol	20066028	2010-01-08	0	0	656	656	656	1
Cholesterol	31902109	2020-01-04	0	0	6840	6840	6840	13
Cholesterol efflux capacity	29674289	2018-04-12	0	0	607	607	607	2
Cholesterol efflux capacity	30369316	2018-08-01	3487	1806	0	5293	4759.13243907047	3
Cholesterol efflux capacity (ABCA-1 dependent assay)	30369316	2018-08-01	3487	1806	0	5293	4759.13243907047	2
Cholesterol efflux capacity (BHK stimulated assay)	30369316	2018-08-01	3487	1806	0	5293	4759.13243907047	1
Cholesterol efflux capacity (cAMP stimulated assay)	30369316	2018-08-01	3487	1806	0	5293	4759.13243907047	2
Cholesterol ester levels in large LDL	29084231	2017-10-30	0	0	8372	8372	8372	6
Cholesterol ester levels in medium HDL	29084231	2017-10-30	0	0	8372	8372	8372	5
Cholesterol ester levels in medium LDL	29084231	2017-10-30	0	0	8372	8372	8372	9
Cholesterol ester levels in medium VLDL	29084231	2017-10-30	0	0	8372	8372	8372	2
Cholesterol ester levels in very large HDL	29084231	2017-10-30	0	0	8372	8372	8372	3
Cholesterol, total	19060911	2008-12-07	0	0	22562	22562	22562	12
Cholesterol, total	20686565	2010-08-05	0	0	100184	100184	100184	52
Cholesterol, total	24097068	2013-10-06	0	0	94595	94595	94595	72
Cholesterol, total	24886709	2014-06-02	0	0	3701	3701	3701	2
Cholesterol, total	25961943	2015-05-11	0	0	62166	62166	62166	47
Cholesterol, total	26582766	2015-11-18	0	0	8344	8344	8344	11
Cholesterol, total	26780889	2016-01-19	0	0	4383	4383	4383	6
Cholesterol, total	27036123	2016-04-01	0	0	60024	60024	60024	29
Cholesterol, total	28270201	2017-03-07	0	0	26122	26122	26122	17
Cholesteryl ester levels	31551469	2019-09-24	0	0	2045	2045	2045	9
Cholesteryl ester transfer protein levels	29728394	2018-05-01	0	0	4248	4248	4248	3
Chronic back pain	30261039	2018-09-27	29531	128494	0	158025	96049.51910140799	3
Chronic bronchitis and chronic obstructive pulmonary disease	25241909	2014-09-21	1844	5269	0	7113	5463.818923098552	5
Chronic central serous retinopathy	30073298	2018-08-02	521	3577	0	4098	1819.0502684236212	1
Chronic central serous retinopathy	30480742	2018-11-01	137	1174	0	1311	490.7337909992372	1
Chronic hepatitis B infection	23760081	2013-06-10	400	1000	0	1400	1142.857142857143	6
Chronic hepatitis B infection	24940741	2014-06-18	321	304	0	625	624.5376	5
Chronic hepatitis B infection	25802187	2015-04-28	2514	1130	0	3644	3118.3534577387486	9
Chronic hepatitis C infection	20060832	2010-01-07	0	0	1362	1362	1362	1
Chronic hepatitis C infection	20173735	2010-02-21	1286	0	0	1286	1286	2
Chronic hepatitis C infection	21725309	2011-07-03	977	0	0	977	977	1
Chronic hepatitis C infection	23420232	2013-02-19	2401	0	0	2401	2401	2
Chronic hepatitis C infection	24376798	2013-12-20	481	2963	0	3444	1655.288037166086	1
Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	26974007	2016-03-14	52262	34213	0	86475	82707.82566059555	227
Chronic kidney disease	20383146	2010-04-11	0	0	67093	67093	67093	24
Chronic kidney disease	22479191	2012-03-29	0	0	74354	74354	74354	2
Chronic kidney disease	24351856	2013-12-18	301	276	0	577	575.9168110918545	1
Chronic kidney disease	26831199	2016-01-21	12385	104780	0	117165	44303.34314855119	5
Chronic kidney disease	29124443	2017-11-09	606	1040	0	1646	1531.5674362089915	16
Chronic kidney disease	31015462	2019-04-23	2044	65575	0	67619	7928.854316094589	3
Chronic kidney disease	31152163	2019-05-31	64164	561055	0	625219	230316.30849350386	24
Chronic kidney disease (end stage renal disease vs. normal eGFR) in type 1 diabetes	31537649	2019-09-19	2235	14993	0	17228	7780.207801253773	1
Chronic kidney disease (reduced eGFR or end stage renal disease) in type 1 diabetes	31537649	2019-09-19	4266	14838	0	19104	13253.540201005024	2
Chronic kidney disease and serum creatinine levels	20686651	2010-07-29	1689	37076	0	38765	6461.639520185736	1
Chronic lymphocytic leukemia	18758461	2008-08-31	505	1438	0	1943	1494.9871332990222	6
Chronic lymphocytic leukemia	21131588	2010-12-03	407	296	0	703	685.4736842105264	2
Chronic lymphocytic leukemia	22700719	2012-06-13	1121	3745	0	4866	3451.0028771064526	5
Chronic lymphocytic leukemia	23770605	2013-06-16	2179	6221	0	8400	6455.028095238095	20
Chronic lymphocytic leukemia	24292274	2013-12-01	1739	5199	0	6938	5212.488325165754	12
Chronic lymphocytic leukemia	26956414	2016-03-09	3100	7667	0	10767	8829.83189374942	19
Chronic lymphocytic leukemia	28165464	2017-02-06	0	0	17691	17691	17691	35
Chronic lymphocytic leukemia or multiple sclerosis	31407831	2019-08-13	12264	24529	0	36793	32704.44443236485	7
Chronic lymphocytic leukemia or rheumatoid arthritis	31407831	2019-08-13	6413	11232	0	17645	16328.889997166334	1
Chronic lymphocytic leukemia or systemic lupus erythematosus	31407831	2019-08-13	9711	23144	0	32855	27362.822584081572	4
Chronic mountain sickness	31417607	2019-07-30	166	146	0	312	310.71794871794873	1
Chronic myeloid leukemia	21540461	2011-05-03	201	497	0	698	572.4756446991404	1
Chronic obstructive pulmonary disease	19300482	2009-03-20	823	810	0	1633	1632.896509491733	1
Chronic obstructive pulmonary disease	20173748	2010-02-21	2940	1380	0	4320	3756.6666666666665	2
Chronic obstructive pulmonary disease	22080838	2011-11-11	3499	1922	0	5421	4962.241652831581	2
Chronic obstructive pulmonary disease	25101718	2015-03-01	3775	4461	0	8236	8178.861097620204	1
Chronic obstructive pulmonary disease	25241909	2014-09-21	3777	3520	0	7297	7287.948471974783	3
Chronic obstructive pulmonary disease	28166215	2017-02-06	12550	45820	548	58918	39406.61298612301	23
Chronic obstructive pulmonary disease	29394082	2018-02-02	363	5253	0	5616	1358.1474358974358	2
Chronic obstructive pulmonary disease	30804561	2019-02-25	35735	222076	0	257811	123127.18790121446	102
Chronic obstructive pulmonary disease	31036433	2019-04-26	9876	318237	0	328113	38314.953836026	1
Chronic obstructive pulmonary disease (moderate to severe)	24621683	2014-02-07	6633	5704	0	12337	12267.0445002837	4
Chronic obstructive pulmonary disease (severe)	24621683	2014-02-07	3497	5704	0	9201	8671.61743288773	5
Chronic obstructive pulmonary disease or coronary artery disease (pleiotropy)	30940143	2019-04-02	73351	169872	0	243223	204919.4537029804	3
Chronic obstructive pulmonary disease or high blood pressure (pleiotropy)	30940143	2019-04-02	157343	360129	0	517472	438004.58573217486	22
Chronic obstructive pulmonary disease or resting heart rate (pleiotropy)	30940143	2019-04-02	12550	46368	458969	517887	39507.00295325707	21
Chronic obstructive pulmonary disease-related biomarkers	23144326	2012-11-09	0	0	1951	1951	1951	17
Chronic periodontitis (localised)	30284742	2018-10-04	207	160	0	367	360.98092643051774	1
Chronic periodontitis (mean interproximal clinical attachment level)	27601451	2016-09-06	0	0	10935	10935	10935	1
Chronic rhinosinusitis	30643255	2019-01-14	5608	760086	0	765694	22267.706357892315	2
Chronic venous disease	28374850	2017-04-04	0	4942	0	4942	4942	2
Chronotype	26835600	2016-02-02	0	0	122125	122125	122125	2
Chronotype	26955885	2016-03-09	0	0	100420	100420	100420	9
Chronotype	27494321	2016-08-05	0	0	127898	127898	127898	13
Chronotype	28604731	2017-06-12	0	0	101185	101185	101185	9
Chronotype	30696823	2019-01-29	0	0	449734	449734	449734	425
Chylomicron and largest VLDL particle concentration	29084231	2017-10-30	0	0	8372	8372	8372	2
Cigarettes smoked per day (MTAG)	30643251	2019-01-14	0	0	403928	403928	403928	84
Cingulate cortical amyloid beta load	26421299	2015-09-03	412	190	0	602	520.1328903654485	3
Circulating cell-free DNA	22511988	2012-04-12	0	0	1841	1841	1841	1
Circulating chemerin levels	25521368	2014-12-18	0	0	2791	2791	2791	4
Circulating chromogranin peptide levels	28011710	2016-12-22	0	0	1807	1807	1807	2
Circulating fibroblast growth factor 23 levels	30217807	2018-09-14	0	0	16624	16624	16624	5
Circulating leptin levels x sex interaction in high cardiovascular risk	31766143	2019-11-13	0	0	966	966	966	1
Circulating myeloperoxidase levels (plasma)	23620142	2013-04-24	0	0	9260	9260	9260	2
Circulating myeloperoxidase levels (serum)	23620142	2013-04-24	0	0	9305	9305	9305	3
Circulating odd-numbered chain saturated fatty acid levels (C17:0)	29738550	2018-05-08	0	0	6016	6016	6016	1
Circulating odd-numbered chain saturated fatty acid levels (C19:0)	29738550	2018-05-08	0	0	1910	1910	1910	10
Circulating vasoactive peptide levels	23381795	2013-02-04	0	0	3444	3444	3444	6
Cirrhosis	31815349	2019-12-09	1088	407873	0	408961	4340.421937544167	1
Cirrhosis (alcohol related)	26482880	2015-10-19	712	1426	0	2138	1899.55472404116	3
Cisplatin-induced ototoxicity	28039263	2016-12-30	0	0	511	511	511	1
Classic bladder exstrophy	25763902	2015-03-12	208	1703	0	1911	741.4421768707482	1
Cleft lip	20436469	2010-05-02	0	0	1863	1863	1863	2
Cleft lip with or without cleft palate	28054174	2017-01-04	814	1539	2811	5164	2129.6149596260093	23
Cleft palate	27018472	2016-04-07	78	1737	1	1816	298.59173553719006	4
Cleft palate	30452639	2018-11-19	205	2159	0	2364	748.8917089678511	2
Clinical laboratory measurements	27897004	2016-01-01	0	0	17347	17347	17347	8
Clinically amyopathic dermatomyositis	29331962	2018-01-13	33	6270	0	6303	131.30890052356023	1
Clopidogrel active metabolite levels	28207573	2017-04-01	0	0	513	513	513	7
Clostridium difficile infection in multiple myeloma	29594489	2018-03-28	57	589	0	646	207.8823529411765	3
Clozapine-induced agranulocytosis/granulocytopenia in treatment-resistant schizophrenia	26876947	2016-02-11	50	2905	0	2955	196.61590524534685	1
Clozapine-induced agranulocytosis/granulocytopenia in treatment-resistant schizophrenia	27400856	2016-07-12	66	5583	0	5649	260.9155602761551	1
Clozapine-induced cytotoxicity	25656473	2015-02-05	0	0	90	90	90	2
Coagulation factor levels	23267103	2012-12-24	0	0	3462	3462	3462	6
Cocaine dependence	23958962	2013-08-20	4291	1406	0	5697	4236.016148850272	1
Cocaine use disorder	31490055	2019-09-06	0	0	3640	3640	3640	1
Cocaine use disorder x change in residence interaction	31490055	2019-09-06	0	0	3640	3640	3640	2
Cocaine use disorder x household tobacco use interaction	31490055	2019-09-06	0	0	3640	3640	3640	1
Cocaine use disorder x non-traditional parental care interaction	31490055	2019-09-06	0	0	3640	3640	3640	1
Coenzyme Q10 levels	27149984	2016-05-05	0	0	1300	1300	1300	2
Coffee consumption	21357676	2011-02-28	0	0	6611	6611	6611	2
Coffee consumption	21876539	2011-08-30	0	0	18176	18176	18176	3
Coffee consumption	25288136	2014-10-07	0	0	48528	48528	48528	3
Coffee consumption	27561104	2016-08-25	0	0	1213	1213	1213	5
Coffee consumption	29367735	2018-01-24	0	0	6312	6312	6312	2
Coffee consumption	31046077	2019-05-02	0	0	335909	335909	335909	37
Coffee consumption	31345160	2019-07-26	0	0	6264	6264	6264	2
Coffee consumption	31959922	2020-01-20	0	0	152634	152634	152634	14
Coffee consumption (cups per day)	25288136	2014-10-07	0	0	91462	91462	91462	5
Coffee consumption (cups per day)	31217584	2019-06-19	0	0	35902	35902	35902	10
Cognitive ability	29186694	2017-11-28	0	0	107207	107207	107207	38
Cognitive ability (MTAG)	29186694	2017-11-28	0	0	436124	436124	436124	82
Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	31374203	2019-08-01	77096	43456	436124	556676	111164.76793416949	235
Cognitive decline	22054870	2011-11-03	0	0	749	749	749	1
Cognitive decline	23207651	2012-12-04	0	0	3280	3280	3280	1
Cognitive decline (age-related)	24468470	2013-12-26	0	0	6655	6655	6655	2
Cognitive decline (age-related)	28078323	2016-12-21	0	0	3964	3964	3964	1
Cognitive decline rate in late mild cognitive impairment	26252872	2015-08-07	519	0	0	519	519	35
Cognitive empathy	28584286	2017-06-06	0	0	89553	89553	89553	2
Cognitive function	22126837	2011-11-28	347	353	0	700	699.9485714285714	2
Cognitive function	25644384	2015-02-03	0	0	53949	53949	53949	3
Cognitive function	28093568	2017-01-17	0	0	35298	35298	35298	2
Cognitive impairment	31201950	2019-03-06	355	6190	0	6545	1342.9793735676087	2
Cognitive impairment test score	30319691	2018-09-24	531	0	281	812	812	3
Cognitive performance	30038396	2018-07-23	0	0	257841	257841	257841	217
Cognitive performance (MTAG)	30038396	2018-07-23	0	0	402382	402382	402382	592
Cold medicine-related Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) with severe mucosal involvement	25672763	2015-02-08	117	691	0	808	400.23267326732673	1
Cold medicine-related Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) with severe ocular complications	28100913	2017-01-19	117	688	0	805	399.9801242236025	1
Cold sores	28928442	2017-09-19	25108	63332	0	88440	71919.4869289914	4
Collagenous colitis	26525574	2015-11-02	247	3969	0	4216	930.1166982922201	1
Colon cancer	28295283	2017-03-13	1451	0	4703	6154	6154	1
Colonoscopy-negative controls vs population controls	29228715	2017-10-09	0	4294	0	4294	4294	3
Colorectal cancer	17618283	2007-07-08	1257	1336	0	2593	2590.593135364443	1
Colorectal cancer	17618284	2007-07-08	930	960	0	1890	1889.5238095238094	1
Colorectal cancer	17934461	2007-10-14	930	960	0	1890	1889.5238095238094	1
Colorectal cancer	18372901	2008-03-30	981	1002	0	1983	1982.7776096822993	3
Colorectal cancer	18372905	2008-03-30	922	927	0	1849	1848.9864791779341	3
Colorectal cancer	19011631	2008-11-16	1902	1929	0	3831	3830.8097102584184	4
Colorectal cancer	20972440	2010-10-24	3334	4628	0	7962	7751.696558653604	5
Colorectal cancer	21242260	2011-01-17	1583	1898	0	3481	3452.495259982764	2
Colorectal cancer	21761138	2011-07-15	2906	3416	0	6322	6280.857956342929	1
Colorectal cancer	22634755	2012-05-27	8323	9457	0	17780	17707.67401574803	3
Colorectal cancer	23263487	2012-12-23	2098	5749	0	7847	6148.286988658086	5
Colorectal cancer	23266556	2012-12-21	12696	15113	0	27809	27598.92811679672	3
Colorectal cancer	24448986	2014-01-21	1773	2642	0	4415	4243.955605889015	1
Colorectal cancer	24737748	2014-04-15	5626	7817	0	13443	13085.90106375065	7
Colorectal cancer	24836286	2014-05-18	2098	6172	0	8270	6263.050060459493	14
Colorectal cancer	25023989	2014-07-14	2462	1497	0	3959	3723.782773427633	1
Colorectal cancer	25105248	2014-08-08	4520	8500	0	13020	11803.379416282643	1
Colorectal cancer	25990418	2015-05-20	7577	9979	0	17556	17227.359990886303	11
Colorectal cancer	26151821	2015-07-07	18299	19656	0	37955	37906.48336187591	16
Colorectal cancer	26965516	2016-03-08	4508	16588	0	21096	14178.745544178992	24
Colorectal cancer	27145994	2016-05-05	0	2329	0	2329	2329	2
Colorectal cancer	28295283	2017-03-13	1894	0	4703	6597	6597	1
Colorectal cancer	28960316	2017-09-28	1701	14082	0	15783	6070.704428815814	4
Colorectal cancer	29228715	2017-10-09	1614	4294	0	5908	4692.292484766418	1
Colorectal cancer	29471430	2018-02-17	6692	27178	0	33870	21479.20590493062	16
Colorectal cancer	29917119	2018-06-16	36948	30864	0	67812	67266.15183153424	22
Colorectal cancer	30104761	2018-08-13	4562	382756	0	387318	18033.067112811692	3
Colorectal cancer	30529582	2018-12-06	22775	47731	0	70506	61672.68175758091	30
Colorectal cancer	31089142	2019-05-14	31197	61770	0	92967	82912.80518893801	78
Colorectal cancer	31826910	2019-12-11	23572	48700	0	72272	63535.33318574274	26
Colorectal cancer (SNP x SNP interaction)	23300701	2012-12-26	8380	10558	0	18938	18687.515049107613	1
Colorectal cancer (alcohol consumption interaction)	27723779	2016-10-10	0	0	16823	16823	16823	1
Colorectal cancer (aspirin and/or NSAID use interaction)	25781442	2015-03-17	8634	8553	0	17187	17186.618257985687	2
Colorectal cancer (diet interaction)	24743840	2014-04-17	9287	9117	0	18404	18402.429689198	1
Colorectal cancer (oestrogen-progestogen hormone therapy interaction)	26766742	2016-01-14	554	729	0	1283	1259.1301636788778	1
Colorectal cancer or advanced adenoma	30510241	2018-12-03	58131	67347	0	125478	124801.11117486728	95
Colorectal or endometrial cancer	26621817	2015-12-01	7937	13396	0	21333	19936.0712511133	2
Common traits (Other)	20585627	2010-06-24	0	0	9126	9126	9126	5
Complement C3 and C4 levels	23028341	2012-09-13	0	0	1999	1999	1999	10
Composite immunoglobulin trait (IgA x IgG x IgM)	28628107	2017-06-19	0	0	14183	14183	14183	2
Composite immunoglobulin trait (IgA x IgG/IgM)	28628107	2017-06-19	0	0	14183	14183	14183	5
Composite immunoglobulin trait (IgA/IgG)	28628107	2017-06-19	0	0	14183	14183	14183	6
Composite immunoglobulin trait (IgA/IgM)	28628107	2017-06-19	0	0	14183	14183	14183	7
Composite immunoglobulin trait (IgG/IgM)	28628107	2017-06-19	0	0	14183	14183	14183	2
